title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
Tenamonya Voyagers,"Ayako Hanabishi es una profesora recién graduada que está buscando trabajo. Cuando una escuela le ofrece un puesto en la plantilla, ella no rechaza la oportunidad. No importa que la escuela esté situada en el espacio exterior. Pero cuando Ayako llega allí, se encuentra la escuela cerrada debido a problemas financieros. El problema es que Ayako no puede pagarse un viaje de vuelta a la Tierra. Afortunadamente, no está sola. Wakana Nanamiya es una colegiala de la misma escuela que también quiere volver a la Tierra. Wakana está también atascada, sin fondos para costearse el viaje de vuelta. Cuando una misteriosa mujer llamada Paraila cae (literalmente) allí con su robot, se reavivan sus esperanzas. Quizás ahora puedan volver a casa. Lo que no saben es que Paraila es una criminal buscada tanto por la policía como por la mafia...
",1999,OVA,3.7,13,Finalizado,51,4,"Aventuras,Ciencia Ficción,Comedia,Ecchi,Mecha,",https://www3.animeflv.net/anime/tenamonya-voyagers,https://www3.animeflv.net/uploads/animes/covers/2203.jpg
Samurai Spirits 2 Asura Zanmaden,"La historia trata a Nakoruru, quien deseosa de no tener que pelear,se encuentra accidentalmente con Shiki, que se ha liberado del poder de Yuga: El destructor, pero el demonio Asura va en su busqueda para regresarla al mundo de las tinieblas a manos de Yuga pero tiene que enfrentarse a Haohmaru y Nakoruru primero. ",1999,OVA,4.0,6,Finalizado,53,2,"Acción,Artes Marciales,Fantasía,Samurai,Superpoderes,",https://www3.animeflv.net/anime/samurai-spirits-2-asura-zanmaden,https://www3.animeflv.net/uploads/animes/covers/442.jpg
You're Under Arrest: The Movie,"El Departamento de Bokutou raramente trata con criminales más peligrosos que simples conductores de deportivos que infringen las normas de tráfico. Por seo cuando las agentes Nikaido Yoriko y Aoi Futaba encuentran un alijo de armas de fuego ilegales en un coche robado, y una serie de malfuncionamientos de los sistemas de control del tráfico se propaga a lo largo de las calles de Tokio, son ellas quienes tendrán que encargarse de solucionarlo, y por supuesto, hará falta el talento de Kobayakawa Miyuki y de Tsujimoto Natsumi. Ahora la pregunta es si serán suficiente dichos talentos para parar los pies a una mente diabólica que piensa aprovecharse de las debilidades de Tokio para su propio beneficio...",1999,Película,4.6,22,Finalizado,152,1,"Acción,Comedia,Drama,Policía,Shounen,",https://www3.animeflv.net/anime/youre-under-arresr-the-movie,https://www3.animeflv.net/uploads/animes/covers/1719.jpg
Monster Rancher,"Un joven llamado Genki gana un video juego en una competencia. Cuando lo juega en su casa, es llevado a otro mundo donde habitan amistosamente humanos y monstruos. Estos monstruos nacen o son liberados a partir de discos de piedra, que Genki junto con un chica llamada Holy y sus monstruos amigos buscan para liberar al fénix para que detenga al malvado monstruo Moo, quien trae destrucción a este mundo.",1999,Anime,4.4,61,Finalizado,851,48,"Acción,Aventuras,Comedia,Fantasía,",https://www3.animeflv.net/anime/monster-rancher,https://www3.animeflv.net/uploads/animes/covers/1548.jpg
Turn A Gundam,"Año 2345 del Siglo Correcto (Seireki). Nos encontramos en una era la que los seres humanos poseen una tecnología rudimentaria, similar a la de principios del siglo XX de nuestra época, mientras que los habitantes de la Luna han desarrollado una tecnología muy avanzada y superior a la de los terrestres. La guerra es inminente, y todo está a favor de la victoria de los selenitas. Pero cuando un selenita descubre un misterioso mobile suit en la Tierra, el conflicto da un giro inesperado al comenzar la búsqueda de más de estas reliquias, las cuales parecen estar conectadas a un periodo desconocido de la humanidad conocida como La historia oscura.",1999,Anime,4.2,36,Finalizado,208,50,"Acción,Aventuras,Ciencia Ficción,Drama,Espacial,Mecha,Militar,",https://www3.animeflv.net/anime/turn-a-gundam,https://www3.animeflv.net/uploads/animes/covers/1869.jpg
Seihou Tenshi Angel Links,"Las galaxias de Oracion son el recurso mineral más rico del universo, te puedes cruzar con cualquier pirata del espacio. Gracias a la robótica moderna, naves de carga viajan a través de estas galaxias sin tripulación, y así son presas fáciles para los piratas. La policía esta en huelga, forzando a las compañías de carga ha emplear ayuda exterior. Una agencia, Private Guard Company, tiene una nave pilotada por Fong de 16 años, el Angel Links vaga por la galaxia, exterminando a piratas por su cuenta.
",1999,Anime,4.4,14,Finalizado,126,13,"Acción,Aventuras,Ciencia Ficción,Comedia,Drama,Espacial,Romance,",https://www3.animeflv.net/anime/seihou-tenshi-angel-links,https://www3.animeflv.net/uploads/animes/covers/2136.jpg
Tenshi ni Narumon!,"Yusuke era un chico normal que asistía a la secundaria. Entonces, un buen dia, una extraña chica con un aro sobre su cabeza, la adorable Noeru, se ""aparece"" en su camino... y se auto-nombra la ""esposa"" de Yusuke! Antes de que Yusuke asimile lo que esta pasando, este se ve rodeado por una rara familia de seres de otro mundo: el papa, que parece un Frankenstein; la mama, con su mania por las cosas redondas; la hermana mayor, Sara, literamente invisible; el hermano mayor, Gabriel, un vampiro adolescente irreverente (y su ""prometida"", la traviesa Miruru); la hermana menor, Ruka, la cual adora inventar cosas; una abuela Baba que es una poderosa bruja la cual no se la lleva muy bien con los humanos, y su buitre compañero, Nekubeto.
Lo unico que quería Yusuke es que el amor de su vida, la bella Natsumi, notara su existencia... pero (evidentemente) esta lo desprecia ya que se encuentra encerrada en su propio pasado. Mientras, Noeru toma la decisión de convertirse en el angel de Yusuke (cosa que a el no le hace mucha gracia), lo cual da lugar a un gran numero de (des)aventuras de todo tipo. Noeru no esta sola en esto - tiene a otra persona supervisandola - el misterioso Miguel... y a otro monton de chiflados que no quieren que Noeru llegue a ser un angel. Esta serie esta cargada con mensajes de amistad y union familiar, sin dejar de lado la comedia y el romance, presentes en todo momento. ",1999,Anime,4.5,33,Finalizado,211,26,"Comedia,Fantasía,Romance,",https://www3.animeflv.net/anime/tenshi-ni-narumon,https://www3.animeflv.net/uploads/animes/covers/2201.jpg
Eden's Bowy,"
Hace mucho tiempo se dice que Dios se volvió contra su creación, el ser humano. Decidido a eliminarlo se dirigió a la Tierra para lograr su cometido pero se encontró con un cazador de dioses que lo asesinó con su propia espada. Al morir, la energía de Dios se dispersó creando dioses menores que, sin rencores, se dedicaron a proteger a los humanos, al menos la gran mayoría. En la actualidad el mundo está dividido entre la Tierra y las ciudades flotantes donde viven los dioses y a las cuales se las denomina como Edens. Jorrne, el protagonista, parece ser la reencarnación del cazador de dioses y por ello quieren eliminarlo.",1999,Anime,3.7,19,Finalizado,96,26,"Acción,Aventuras,Ciencia Ficción,Fantasía,Romance,",https://www3.animeflv.net/anime/edens-bowy,https://www3.animeflv.net/uploads/animes/covers/2040.jpg
To Heart,"La historia se desarrolla alrededor de Hiroyuki Fujita, un estudiante de instituto que suele hacer amistad con las chicas con mucha facilidad. Excepto Masashi, el resto de sus amigos son chicas. La historia es casi independiente en cada capítulo. Cada uno de los episodios trata sobre una de las tareas ordinarias, las que se hacen todos los días, tales como el deber de limpiar, coger asiento en clase, etc. Se trata de una serie tranquila, no hay sobresaltos, todo parece normal, sin embargo aun tratándose de tareas diarias, al final te deja con un buen sabor de boca.
",1999,Anime,4.2,58,Finalizado,776,13,"Drama,Escolares,Harem,Recuentos de la vida,Romance,",https://www3.animeflv.net/anime/to-heart,https://www3.animeflv.net/uploads/animes/covers/2177.jpg
You're Under Arrest! Mini Specials,"Una temporada más de Estás Arrestado de Kosuke Fujishima, el creador de AA! Megami Sama. Una historia sencilla sobre la división del tráfico de la comisaría de policía de Bokuto, que se encarga de casos de criminales inofensivos.
",1999,Anime,4.7,18,Finalizado,157,6,"Acción,Comedia,Policía,Shounen,",https://www3.animeflv.net/anime/youre-under-arrest-mini-specials,https://www3.animeflv.net/uploads/animes/covers/1720.jpg
Digimon Adventure,"Siete niños disfrutan de sus vacaciones de verano en un campamento, cuando de repente, se ven envueltos en un misterios mundo: El Mundo Digital. Un mundo paralelo al suyo formado a partir de datos digitales. Allí conocen a sus compañeros los digimon, y juntos tendrán que solucionar los extraños sucesos que aterran la Isla File, provocados por Devimon. Pero tal vez no sea esa el único motivo por el que aparecieron en aquél misterioso mundo, tendrán que afrontarse a más de una aventura para descubrirlo y volver a su mundo original.",1999,Anime,4.6,673,Finalizado,4629,54,"Acción,Aventuras,Comedia,Fantasía,Infantil,",https://www3.animeflv.net/anime/digimon-adventure,https://www3.animeflv.net/uploads/animes/covers/33.jpg
Digimon Adventure Movie,,1999,Película,4.6,165,Finalizado,741,1,"Acción,Ciencia Ficción,Fantasía,Infantil,",https://www3.animeflv.net/anime/digimon-adventure-movie,https://www3.animeflv.net/uploads/animes/covers/1834.jpg
Rurouni Kenshin Tsuiokuhen,"Un joven niño llamado Shinta es salvado por Hiko Seijuro y dado el nombre de Kenshin. Él entrena a Kenshin en el camino de Hiten Mitsurugi Ryuu, una técnica de espada sin rival. Como la guerra civil se intensifica, el joven Kenshin siente que su deber es ayudar a salvar personas. Lo que hace convertirse en el más temido Hitokiri Battousai.",1999,OVA,4.8,278,Finalizado,1242,1,"Acción,Artes Marciales,Drama,Historico,Romance,Samurai,",https://www3.animeflv.net/anime/rurouni-kenshin-tsuiokuhen,https://www3.animeflv.net/uploads/animes/covers/2403.jpg
Kamikaze Kaitou Jeanne,"Maron Kusakabe es una chica normal en apariencia... Pero la realidad es que convive con un ángel y es capaz de transformarse en Jeanne (la reencarnación de Jeanne d'Arc), una ladrona de guante blanco buscada por la policía. Su misión es impedir en nombre de Dios que el Rey de los demonios robe energía vital de los corazones humanos: cuando alguien compra un cuadro en el que se aloja un diablo, éste posee a la persona y roba su energía vital. Jeanne debe clavar una chincheta en el cuadro y, tras decir Jaque Mate, el demonio queda atrapado en una pieza de ajedrez blanca (peones blancos), volviendo así la persona a la normalidad.",1999,Anime,4.6,130,Finalizado,753,44,"Aventuras,Comedia,Demonios,Drama,Fantasía,Magia,Misterio,Romance,Shoujo,",https://www3.animeflv.net/anime/kamikaze-kaitou-jeanne,https://www3.animeflv.net/uploads/animes/covers/2278.jpg
Ojamajo Doremi,"Doremi era una niña normal hasta que un día vio a una bruja hacer magia y, como consecuencia, ésta se transformó en una ""rana-bruja"". Doremi es la única que puede devolverla a su forma original así que se hace aprendiz de bruja. Hazuki y Aiko, unas compañeras suyas de la escuela, la descubren y se convierten también en aprendices. A medida que avanza la trama se van uniendo más chicas al grupo.
",1999,Anime,4.6,84,Finalizado,931,51,"Comedia,Magia,",https://www3.animeflv.net/anime/ojamajo-doremi,https://www3.animeflv.net/uploads/animes/covers/2064.jpg
Iketeru Futari,"Saji Keisuke es un estudiante muy activo que está enamorado de su misteriosa compañera de clase Koizumi Akira. También hay una amiga de la infancia de Saji, Yuki, con un enorme par de pechos.",1999,Anime,4.4,69,Finalizado,510,16,"Comedia,Ecchi,Escolares,Romance,Seinen,",https://www3.animeflv.net/anime/iketeru-futari,https://www3.animeflv.net/uploads/animes/covers/1987.jpg
Seikai no Monshou,"La raza humana ha colonizado las estrellas y, durante muchos años, Jinto ha llevado una vida relativamente pacífica como hijo de un gobernador colonial en un planeta remoto. Pero de repente aparecen los Abh, una longeva raza de pelo azul con rasgos agudos y alta tecnología, que conquistan su planeta sin disparar un solo tiro. Así, Jinto es enviado a la escuela para aprender las costumbres de los Abh, y ahí conoce a la preciosa princesa Lafiel. Pronto descubrirá que los Abh son mucho más de lo que los humanos podían imaginar. Sin embargo, la Tierra ha declarado la guerra a los Abh y deben hallar el medio para sobrevivir en el campo de batalla espacial.
",1999,Anime,4.6,38,Finalizado,238,13,"Acción,Ciencia Ficción,Espacial,Militar,Romance,",https://www3.animeflv.net/anime/seikai-no-monshou,https://www3.animeflv.net/uploads/animes/covers/2052.jpg
Azumanga Web Daioh,"Chiyo trae una cámara de video a la escuela, pero cuando cae en las manos de Tomo, varios problemas ocurren en el campus.",2000,OVA,4.4,33,Finalizado,173,1,"Comedia,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/azumang-web-daioh,https://www3.animeflv.net/uploads/animes/covers/2158.jpg
Blood The Last Vampire,"Saya es la última de los vampiros en este mundo. El ejercito de los Estados Unidos la protege y usa para cazar a unos seres de apariencia humana, que se alimentas de la sangre humana llamados ""quirópteros"". En su última misión, Saya debe cazar a una de estas bestias que parece estar atacando a miembros de una base naval norteamericana en Japón. Antes de poder matarlo, Saya primero tiene que saber quién es el quiróptero, y se ve forzada a acudir como alumna a la escuela de la base. ",2000,Película,4.3,155,Finalizado,1910,1,"Sobrenatural,Terror,Vampiros,",https://www3.animeflv.net/anime/blood-the-last-vampire,https://www3.animeflv.net/uploads/animes/covers/445.jpg
Gakkou no Kaidan,"Cuando la madre de Clare muere, ella, su padre y pequeño hermano, se mudan a la ciudad en la cual se crió su madre. Allí ella estudiara en la misma escuela a la que acudió su madre cuando era niña (la escuela nueva, por que su madre fue a la vieja escuela). Lo que Clare no sabe es que, su familia materna posee una habilidad especial la de luchar contra fantasmas y detener a los fantasmas malignos, habilidad que ella heredó. Por desgracia, al morir la madre de Clare, un árbol sagrado en el que la madre de Clare había encerrado a los fantasmas es tirado, así los fantasmas que antes su madre había capturado son liberados gracias a el poder psíquico de Clare; al darse cuenta de esto, la protagonista busca consejo de su madre a través de un diario que ella llevaba a la escuela y descubre que, donde antes había páginas en blanco, ahora había información escrita sobre todos y cada uno de los espectros con los que se enfrentará en el transcurso de la serie.",2000,Anime,4.5,166,Finalizado,966,20,"Misterio,Sobrenatural,Terror,",https://www3.animeflv.net/anime/gakkou-no-kaidan,https://www3.animeflv.net/uploads/animes/covers/478.jpg
